Date,Commodity,Location,Daily Price,Unit,Sowing Date,Harvest Date,Production (Tons),Rainfall (mm),Max Temp,Min Temp,Humidity (%),Extreme Event,Festival/Holiday,Commodity Relevance,Sentiment Score,Key Event
2018-05-15,moong,Delhi,192.13,kg,2015-05-30,2015-10-28,15628.18,162.46,35.32,15.9,40.11,Drought,Diwali,tur,Negative,Import Ban
2015-04-06,tur,Delhi,115.35,quintal,2015-04-18,2015-09-15,32561.09,173.22,30.7,17.09,80.55,Drought,Onam,onion,Negative,Crop Failure
2022-08-04,gram,Bangalore,54.49,kg,2015-05-04,2015-10-06,29224.8,83.59,42.28,21.77,85.55,Flood,Holi,urad,Negative,Import Ban
2016-12-29,urad,Chennai,17.08,quintal,2015-05-25,2015-10-17,15803.12,296.92,40.91,13.66,71.87,None,Eid,masur,Positive,Crop Failure
2016-05-29,onion,Mumbai,183.37,quintal,2015-03-02,2015-11-09,19567.18,286.22,35.13,18.77,82.23,None,Christmas,moong,Negative,Import Ban
2020-04-02,masur,Delhi,177.78,kg,2015-06-26,2015-08-02,7083.81,172.14,35.07,10.79,69.23,Drought,Christmas,potato,Neutral,Crop Failure
2022-12-30,urad,Delhi,175.83,quintal,2015-05-04,2015-10-02,21118.17,67.25,26.11,16.72,44.3,Drought,Holi,tur,Neutral,Import Ban
2022-11-19,tur,Bangalore,64.89,quintal,2015-06-20,2015-09-05,17626.81,222.78,42.9,18.53,36.46,Drought,Onam,masur,Neutral,Import Ban
2016-09-26,gram,Delhi,144.71,quintal,2015-01-23,2015-12-25,18475.59,96.73,43.41,13.37,46.96,None,Diwali,tur,Positive,Government Policy
2017-03-12,tur,Mumbai,39.62,quintal,2015-03-03,2015-10-12,28976.35,181.71,31.35,19.4,40.81,None,Eid,gram,Neutral,Import Ban
2015-12-14,potato,Chennai,169.62,kg,2015-05-01,2015-10-15,33652.3,177.16,27.33,17.3,50.43,Flood,Onam,masur,Neutral,None
2023-03-02,urad,Kolkata,159.45,kg,2015-03-13,2015-12-19,45431.85,224.83,33.72,24.0,67.84,None,Holi,potato,Neutral,Import Ban
2021-02-10,masur,Mumbai,142.47,kg,2015-03-28,2015-11-17,17305.58,228.26,31.08,18.85,37.24,Drought,Christmas,masur,Neutral,Import Ban
2019-10-02,onion,Bangalore,143.94,quintal,2015-04-11,2015-08-24,1022.63,134.67,27.7,10.88,72.42,Drought,Diwali,onion,Positive,Crop Failure
2015-12-08,masur,Bangalore,20.84,kg,2015-01-12,2015-08-19,40953.71,297.61,34.36,24.86,77.63,None,Diwali,masur,Negative,Import Ban
2016-10-01,urad,Mumbai,64.76,quintal,2015-03-29,2015-08-10,20948.11,37.15,35.39,23.18,40.18,Drought,Onam,gram,Negative,None
2022-02-17,tur,Kolkata,72.58,kg,2015-05-28,2015-12-21,33714.08,144.03,38.5,16.02,48.77,None,Christmas,tur,Positive,Import Ban
2020-03-25,potato,Kolkata,127.25,kg,2015-04-08,2015-11-03,10954.76,8.85,27.51,19.21,33.86,Flood,Holi,masur,Neutral,None
2016-06-29,masur,Bangalore,129.61,quintal,2015-06-14,2015-08-24,12745.65,97.42,42.06,19.07,33.93,None,Holi,potato,Neutral,Crop Failure
2015-09-19,onion,Bangalore,56.29,kg,2015-04-12,2015-08-08,37687.89,184.31,42.85,21.16,65.43,Drought,Onam,tur,Positive,Crop Failure
2016-12-10,masur,Kolkata,106.96,quintal,2015-01-22,2015-12-02,18572.42,55.23,41.27,11.43,48.75,Flood,Christmas,onion,Neutral,None
2021-01-13,potato,Delhi,169.16,kg,2015-01-14,2015-08-02,24337.56,197.91,30.42,23.45,52.03,Drought,Eid,urad,Negative,None
2021-03-06,moong,Chennai,195.06,kg,2015-03-16,2015-10-13,15065.52,135.98,32.93,12.14,30.9,Flood,Onam,urad,Negative,Import Ban
2015-10-17,onion,Bangalore,47.99,quintal,2015-05-05,2015-11-27,35479.33,267.89,42.58,14.49,67.47,Drought,Holi,gram,Positive,None
2018-12-22,masur,Delhi,105.31,kg,2015-02-11,2015-07-11,20028.03,98.81,44.37,23.94,43.68,None,Holi,tur,Neutral,Government Policy
2022-05-05,onion,Chennai,55.68,kg,2015-05-11,2015-08-04,1936.82,21.65,35.34,15.29,76.33,None,Eid,potato,Positive,None
2023-03-31,gram,Chennai,177.36,quintal,2015-03-27,2015-11-29,41432.45,75.32,39.63,16.78,67.51,Drought,Christmas,moong,Positive,None
2023-03-20,masur,Kolkata,198.51,kg,2015-01-06,2015-08-25,24144.17,263.7,29.39,15.04,49.15,Flood,Christmas,masur,Negative,Crop Failure
2020-09-23,potato,Delhi,184.23,kg,2015-02-17,2015-11-12,40153.07,139.88,25.25,23.54,69.1,None,Diwali,gram,Negative,None
2023-07-22,potato,Chennai,129.33,kg,2015-04-12,2015-10-14,21220.87,113.36,34.51,19.56,84.49,Drought,Christmas,urad,Neutral,Import Ban
2018-01-05,masur,Chennai,166.81,kg,2015-05-05,2015-07-01,45834.23,207.8,38.82,22.44,42.25,Flood,Holi,urad,Positive,Crop Failure
2018-04-03,masur,Bangalore,167.85,quintal,2015-02-15,2015-07-04,9104.33,137.96,35.56,23.5,35.54,Drought,Christmas,potato,Positive,Government Policy
2018-03-25,gram,Chennai,142.09,quintal,2015-02-05,2015-10-05,2182.83,240.58,29.56,18.92,45.08,Drought,Eid,tur,Negative,Government Policy
2016-05-23,urad,Chennai,129.75,kg,2015-03-14,2015-10-24,22035.25,15.6,43.19,16.37,72.67,Flood,Holi,gram,Negative,Government Policy
2016-09-10,tur,Bangalore,47.74,quintal,2015-05-16,2015-08-04,32948.25,69.15,40.48,13.22,64.14,Drought,Christmas,gram,Negative,None
2017-08-31,onion,Delhi,42.0,quintal,2015-02-26,2015-08-15,9773.42,233.35,33.17,20.66,64.47,Drought,Christmas,potato,Positive,None
2019-10-23,gram,Mumbai,126.54,quintal,2015-06-15,2015-12-30,4667.61,198.27,31.29,15.7,88.59,None,Onam,moong,Positive,Crop Failure
2023-08-16,gram,Bangalore,25.57,kg,2015-01-17,2015-09-20,3567.12,106.83,41.7,13.75,43.32,Drought,Holi,urad,Positive,Government Policy
2021-02-16,moong,Bangalore,68.11,quintal,2015-04-17,2015-11-21,36024.74,30.08,35.52,19.14,51.24,Flood,Christmas,onion,Negative,Crop Failure
2017-01-29,masur,Mumbai,128.82,kg,2015-03-30,2015-12-16,38437.9,284.09,41.94,17.17,72.61,None,Eid,urad,Positive,Crop Failure
2019-07-18,onion,Bangalore,50.73,kg,2015-03-30,2015-08-13,12369.77,189.96,39.29,12.17,75.07,Drought,Eid,masur,Neutral,None
2015-01-07,moong,Mumbai,18.1,kg,2015-04-28,2015-10-16,8206.43,220.43,32.05,20.06,71.36,Flood,Onam,onion,Positive,Crop Failure
2015-11-19,moong,Mumbai,51.19,quintal,2015-06-15,2015-12-09,39753.24,72.77,37.01,19.43,47.03,Flood,Eid,tur,Neutral,None
2015-01-14,potato,Delhi,85.37,kg,2015-06-30,2015-07-26,39364.04,49.31,43.11,22.5,49.0,Flood,Christmas,potato,Negative,None
2022-11-16,tur,Kolkata,102.11,kg,2015-05-14,2015-10-03,18739.03,252.82,25.47,14.71,60.27,Flood,Eid,gram,Positive,Government Policy
2021-09-22,gram,Kolkata,192.62,kg,2015-01-08,2015-07-07,25026.38,183.95,28.91,18.0,51.23,Drought,Eid,moong,Neutral,Government Policy
2018-01-18,moong,Mumbai,143.0,quintal,2015-01-30,2015-11-17,25632.14,120.44,34.63,24.27,88.48,Flood,Christmas,urad,Neutral,Crop Failure
2021-03-28,moong,Mumbai,196.71,quintal,2015-05-10,2015-12-24,32094.8,299.4,44.03,10.06,72.72,Flood,Eid,urad,Negative,Import Ban
2018-07-27,tur,Chennai,142.81,kg,2015-06-07,2015-12-18,45851.03,267.65,31.91,14.5,58.48,Drought,Diwali,potato,Neutral,Government Policy
2017-08-16,gram,Delhi,107.99,quintal,2015-02-26,2015-12-15,13724.06,191.27,34.77,13.95,78.03,Flood,Diwali,moong,Negative,Crop Failure
2023-08-23,tur,Delhi,170.24,quintal,2015-01-01,2015-07-08,17102.94,2.32,26.02,23.5,87.46,Flood,Holi,masur,Neutral,Government Policy
2020-03-09,masur,Kolkata,42.0,quintal,2015-04-22,2015-08-31,41160.01,152.45,29.05,24.62,74.36,None,Eid,masur,Neutral,Crop Failure
2018-02-21,onion,Mumbai,150.13,kg,2015-01-17,2015-10-15,47243.92,134.85,32.2,20.31,58.97,Drought,Onam,tur,Neutral,Government Policy
2022-07-31,moong,Bangalore,120.18,quintal,2015-06-30,2015-08-18,43954.62,10.92,32.58,21.45,70.23,Flood,Diwali,urad,Neutral,Crop Failure
2020-12-25,potato,Chennai,39.62,quintal,2015-03-31,2015-12-19,7033.5,39.07,35.98,13.25,50.12,None,Onam,onion,Negative,None
2020-02-24,tur,Mumbai,60.81,kg,2015-02-05,2015-12-19,48146.84,98.62,35.27,16.18,62.91,Flood,Christmas,urad,Negative,Government Policy
2016-04-06,masur,Kolkata,121.34,kg,2015-05-13,2015-11-04,5691.06,194.69,29.31,24.36,68.52,None,Eid,onion,Positive,Import Ban
2016-02-22,gram,Chennai,71.8,kg,2015-05-25,2015-08-12,44020.39,257.95,26.7,11.38,44.48,Flood,Eid,tur,Negative,None
2021-07-01,urad,Delhi,30.17,quintal,2015-05-30,2015-12-09,23162.58,73.45,40.16,23.75,65.13,None,Holi,potato,Neutral,Government Policy
2017-11-26,potato,Chennai,145.04,kg,2015-04-19,2015-10-21,5933.61,26.26,41.16,15.28,83.23,Flood,Onam,tur,Positive,Crop Failure
2017-07-07,masur,Kolkata,44.18,kg,2015-03-19,2015-10-01,34785.88,63.14,36.51,21.45,71.77,None,Eid,moong,Negative,None
2016-04-18,moong,Chennai,24.25,kg,2015-05-07,2015-09-12,1926.43,247.89,31.23,24.86,60.61,None,Onam,masur,Positive,Import Ban
2015-04-05,moong,Mumbai,96.42,quintal,2015-01-05,2015-08-23,33879.02,101.33,42.92,10.86,34.58,Drought,Diwali,potato,Neutral,Government Policy
2023-08-10,tur,Bangalore,196.8,quintal,2015-01-16,2015-08-04,28168.57,290.96,25.65,16.58,33.0,Flood,Onam,gram,Neutral,Government Policy
2015-08-24,moong,Bangalore,115.44,kg,2015-05-23,2015-07-29,24030.8,55.29,29.51,22.33,43.89,None,Eid,tur,Neutral,None
2020-12-23,potato,Delhi,31.37,quintal,2015-06-29,2015-10-15,24306.28,222.26,37.25,19.88,43.96,Drought,Holi,onion,Negative,None
2022-06-21,gram,Chennai,158.38,kg,2015-05-31,2015-11-27,40534.91,166.25,39.86,12.95,31.3,None,Onam,tur,Positive,Government Policy
2022-03-30,tur,Chennai,103.21,quintal,2015-03-22,2015-12-23,36401.26,14.33,35.23,17.1,72.21,None,Christmas,moong,Neutral,Crop Failure
2019-10-09,onion,Kolkata,190.34,kg,2015-02-06,2015-07-13,38784.95,28.5,42.66,12.14,35.06,None,Onam,potato,Negative,Crop Failure
2019-10-09,moong,Mumbai,95.53,kg,2015-04-07,2015-09-24,46940.85,205.62,42.34,13.64,41.13,Drought,Diwali,masur,Negative,Crop Failure
2018-03-09,potato,Mumbai,76.73,kg,2015-03-14,2015-07-29,19571.3,230.6,31.46,24.36,80.13,Flood,Eid,masur,Positive,Crop Failure
2016-03-04,gram,Mumbai,106.93,quintal,2015-06-07,2015-09-03,2787.1,204.05,32.3,18.77,42.37,Flood,Christmas,tur,Positive,Government Policy
2017-06-12,potato,Delhi,148.61,quintal,2015-02-02,2015-11-14,44946.41,252.53,42.8,16.72,76.14,Flood,Diwali,moong,Negative,Crop Failure
2019-10-26,urad,Chennai,98.96,kg,2015-06-17,2015-08-20,2694.17,209.07,34.7,12.42,76.15,None,Diwali,masur,Neutral,None
2020-06-17,tur,Mumbai,45.9,quintal,2015-03-12,2015-12-04,33295.43,49.07,31.12,23.87,73.07,Drought,Eid,masur,Negative,Government Policy
2022-11-08,tur,Kolkata,107.38,quintal,2015-05-30,2015-08-26,15989.48,194.37,25.94,15.69,79.48,Drought,Holi,onion,Neutral,None
2020-12-23,tur,Mumbai,185.48,kg,2015-06-17,2015-12-29,7497.57,29.8,25.85,18.64,34.98,Drought,Onam,gram,Neutral,None
2021-12-30,tur,Mumbai,162.46,quintal,2015-05-11,2015-09-10,21805.59,28.67,27.28,24.07,53.24,Drought,Holi,gram,Negative,Government Policy
2020-10-31,tur,Mumbai,40.57,kg,2015-05-05,2015-10-19,23462.22,248.04,30.05,24.45,64.25,Drought,Holi,urad,Positive,Import Ban
2022-11-03,tur,Bangalore,151.26,kg,2015-03-16,2015-12-03,38812.37,21.64,38.04,12.86,45.55,None,Diwali,potato,Negative,None
2018-03-08,gram,Delhi,137.23,quintal,2015-04-22,2015-10-06,14786.42,211.67,42.46,24.4,67.97,None,Onam,potato,Positive,Import Ban
2015-07-22,tur,Delhi,53.93,kg,2015-05-18,2015-12-31,12640.73,8.0,43.48,18.55,38.06,Drought,Christmas,moong,Neutral,Crop Failure
2021-01-18,masur,Mumbai,54.13,quintal,2015-03-10,2015-11-11,6855.56,92.2,40.25,13.9,49.56,Drought,Christmas,gram,Positive,Government Policy
2021-07-22,masur,Mumbai,140.48,kg,2015-05-04,2015-10-11,12401.37,186.33,32.49,20.91,68.56,None,Holi,moong,Negative,Crop Failure
2015-03-30,moong,Kolkata,150.92,kg,2015-06-29,2015-08-22,8565.39,11.06,34.14,14.19,42.35,Drought,Onam,potato,Negative,Government Policy
2015-11-30,urad,Chennai,155.22,kg,2015-06-17,2015-08-26,38688.6,36.05,31.41,11.07,60.62,None,Diwali,potato,Negative,Import Ban
2018-05-19,masur,Kolkata,184.94,kg,2015-04-18,2015-07-03,22762.06,146.44,25.35,18.02,62.41,Drought,Eid,tur,Positive,Import Ban
2016-07-09,tur,Kolkata,77.17,kg,2015-01-03,2015-08-06,24283.47,267.11,35.52,23.07,59.28,Drought,Christmas,tur,Negative,None
2017-03-16,urad,Bangalore,139.86,quintal,2015-02-09,2015-07-08,32184.43,289.16,37.43,21.13,76.06,None,Onam,gram,Positive,Government Policy
2016-01-01,potato,Delhi,19.12,kg,2015-02-14,2015-08-17,36945.69,284.54,26.55,16.78,69.49,Flood,Eid,urad,Neutral,Import Ban
2021-09-14,gram,Bangalore,61.77,quintal,2015-02-26,2015-12-28,31061.68,283.62,26.45,23.74,68.52,Flood,Onam,masur,Negative,None
2015-02-04,moong,Bangalore,110.5,quintal,2015-02-14,2015-12-20,5499.71,159.81,30.89,16.53,78.84,Drought,Onam,tur,Neutral,Crop Failure
2021-07-27,tur,Kolkata,142.71,kg,2015-02-20,2015-11-15,32744.34,177.68,38.42,10.0,57.3,None,Onam,onion,Negative,Import Ban
2016-05-18,potato,Delhi,164.49,quintal,2015-03-09,2015-11-13,3385.69,215.56,32.07,14.76,34.78,Flood,Christmas,gram,Negative,Government Policy
2015-04-01,masur,Mumbai,43.86,kg,2015-05-20,2015-08-12,21847.91,183.74,26.86,11.98,46.22,None,Onam,onion,Negative,Crop Failure
2017-06-21,masur,Kolkata,148.83,quintal,2015-05-22,2015-09-16,6102.72,293.32,42.54,20.85,70.31,Flood,Christmas,onion,Neutral,Government Policy
2023-03-07,onion,Chennai,146.15,kg,2015-01-19,2015-09-13,1654.56,149.64,39.48,20.11,77.08,Flood,Christmas,moong,Neutral,Import Ban
2015-04-22,urad,Chennai,155.31,kg,2015-04-27,2015-10-11,44334.71,44.68,31.51,22.06,85.78,None,Eid,masur,Negative,Import Ban
2016-08-13,potato,Mumbai,18.08,kg,2015-04-14,2015-11-13,35472.53,249.75,30.73,16.6,52.64,None,Holi,onion,Negative,Government Policy
2019-07-28,masur,Kolkata,126.01,quintal,2015-06-09,2015-07-17,41794.4,192.55,31.24,19.88,39.51,None,Holi,moong,Neutral,Crop Failure
2016-09-05,tur,Kolkata,78.48,quintal,2015-03-05,2015-12-17,18197.28,63.53,30.59,23.21,79.09,None,Christmas,moong,Neutral,Import Ban
2015-12-28,tur,Chennai,96.87,quintal,2015-01-09,2015-11-20,27394.93,237.25,42.28,21.05,55.96,Flood,Christmas,gram,Negative,None
2017-09-03,potato,Bangalore,48.39,kg,2015-02-24,2015-09-23,44635.98,210.77,34.89,23.79,37.84,Flood,Eid,masur,Negative,Import Ban
2020-03-25,masur,Delhi,91.58,kg,2015-04-21,2015-09-30,2354.93,237.24,43.05,10.2,35.16,Flood,Onam,tur,Positive,Crop Failure
2015-12-20,gram,Delhi,15.8,quintal,2015-01-26,2015-09-18,16768.85,286.28,29.68,11.49,88.08,None,Christmas,tur,Neutral,None
2023-02-08,potato,Bangalore,13.95,quintal,2015-02-01,2015-12-15,18801.78,263.01,26.14,13.1,58.08,Flood,Christmas,tur,Positive,Import Ban
2022-03-11,moong,Mumbai,191.13,kg,2015-05-02,2015-10-16,30362.36,210.74,40.58,19.54,65.91,None,Diwali,gram,Negative,Import Ban
2020-10-12,urad,Delhi,194.93,kg,2015-04-13,2015-12-21,43794.76,54.39,36.88,22.65,36.8,Flood,Christmas,masur,Neutral,None
2023-02-14,masur,Delhi,118.38,quintal,2015-05-24,2015-08-12,15179.64,186.35,37.72,24.32,44.35,None,Christmas,gram,Neutral,Import Ban
2016-05-31,masur,Bangalore,129.92,quintal,2015-01-25,2015-12-30,36263.21,223.14,41.29,16.14,64.66,Drought,Eid,urad,Neutral,Government Policy
2022-05-11,gram,Bangalore,156.47,kg,2015-05-13,2015-11-22,23122.13,91.66,40.94,10.95,83.73,Flood,Diwali,urad,Positive,Crop Failure
2015-11-02,potato,Delhi,13.19,quintal,2015-02-17,2015-09-06,37275.25,51.87,31.76,15.85,79.77,Drought,Christmas,gram,Neutral,Government Policy
2022-03-03,moong,Bangalore,34.19,quintal,2015-06-19,2015-07-10,16562.2,134.52,38.05,13.16,35.97,None,Onam,moong,Positive,Crop Failure
2022-11-13,onion,Delhi,132.73,kg,2015-06-30,2015-09-19,34589.32,119.75,25.55,10.74,57.85,Flood,Eid,tur,Positive,Government Policy
2020-02-09,tur,Delhi,120.15,kg,2015-03-20,2015-10-27,16609.11,136.48,42.68,12.29,60.87,Flood,Onam,onion,Neutral,Government Policy
2016-11-15,masur,Bangalore,135.89,kg,2015-06-07,2015-10-28,37707.68,220.7,33.93,13.48,81.18,Drought,Onam,onion,Positive,None
2022-09-04,urad,Bangalore,68.34,quintal,2015-04-28,2015-12-19,28612.4,236.45,39.24,21.78,45.07,None,Onam,masur,Positive,None
2019-05-07,moong,Mumbai,122.97,kg,2015-04-22,2015-11-15,21508.68,147.94,38.56,16.87,35.9,Drought,Diwali,potato,Positive,None
2022-11-24,gram,Bangalore,158.39,quintal,2015-01-17,2015-11-12,17454.12,124.57,29.28,13.26,48.87,Drought,Christmas,potato,Neutral,None
2023-07-14,urad,Delhi,172.49,kg,2015-06-15,2015-10-02,38486.21,2.53,38.04,10.72,50.68,Flood,Christmas,potato,Negative,None
2019-09-06,urad,Kolkata,194.84,kg,2015-06-03,2015-12-10,35869.64,74.01,40.14,12.08,43.92,None,Onam,onion,Positive,None
2016-09-20,urad,Mumbai,21.21,kg,2015-01-24,2015-12-10,46872.24,184.17,43.24,10.65,50.5,Drought,Onam,potato,Positive,Government Policy
2021-03-28,urad,Mumbai,33.51,quintal,2015-03-31,2015-08-08,24839.0,140.16,36.73,14.54,67.84,None,Christmas,potato,Neutral,Crop Failure
2020-08-28,tur,Kolkata,37.53,quintal,2015-04-15,2015-11-03,24053.26,41.92,30.78,21.16,58.6,Flood,Diwali,gram,Neutral,Import Ban
2016-04-23,potato,Kolkata,120.95,quintal,2015-06-07,2015-12-07,23638.21,290.74,31.74,20.46,50.65,Flood,Holi,tur,Positive,None
2022-12-31,moong,Chennai,99.8,kg,2015-03-02,2015-09-09,12053.01,209.63,35.0,19.72,51.52,Flood,Holi,masur,Neutral,Import Ban
2021-03-24,gram,Mumbai,68.6,quintal,2015-05-30,2015-12-10,6702.19,239.03,30.74,23.06,42.41,None,Onam,tur,Neutral,None
2018-07-25,masur,Chennai,45.81,quintal,2015-04-24,2015-11-24,22991.95,40.93,26.11,12.77,69.81,Drought,Christmas,urad,Neutral,Government Policy
2022-02-16,urad,Delhi,71.06,quintal,2015-03-01,2015-08-10,17267.77,22.74,43.99,24.4,62.97,Drought,Onam,onion,Positive,Government Policy
2022-07-13,urad,Mumbai,53.53,quintal,2015-06-03,2016-01-01,37728.93,105.26,42.6,11.98,49.95,None,Onam,tur,Negative,None
2017-02-09,tur,Bangalore,44.55,quintal,2015-01-30,2015-09-30,17604.35,102.1,31.76,23.7,54.21,Flood,Holi,urad,Neutral,None
2016-12-25,urad,Mumbai,75.81,kg,2015-01-31,2015-08-04,46288.67,12.09,26.0,14.18,75.02,None,Onam,tur,Neutral,Government Policy
2021-04-20,tur,Bangalore,138.94,kg,2015-03-24,2015-08-04,30440.91,100.35,35.02,13.93,83.17,None,Holi,moong,Positive,None
2015-11-15,moong,Bangalore,37.26,kg,2015-02-09,2015-09-26,10282.28,262.76,41.36,23.19,83.08,None,Christmas,potato,Neutral,None
2022-07-17,urad,Delhi,177.21,kg,2015-01-31,2015-11-20,41304.75,110.1,38.47,24.38,50.38,Flood,Diwali,gram,Negative,Crop Failure
2017-06-05,onion,Delhi,12.56,kg,2015-01-24,2015-09-12,9649.1,47.28,36.54,16.28,40.17,Drought,Eid,tur,Negative,Import Ban
2017-01-25,potato,Kolkata,104.29,quintal,2015-03-25,2015-08-30,7382.2,266.43,39.46,17.47,41.86,None,Diwali,tur,Negative,None
2020-07-27,masur,Chennai,111.74,quintal,2015-01-23,2015-08-23,20397.6,297.89,34.39,10.3,49.55,Flood,Eid,potato,Neutral,Crop Failure
2017-12-07,urad,Delhi,190.88,kg,2015-05-31,2015-11-22,28548.57,168.2,42.7,21.25,38.43,None,Onam,tur,Negative,Import Ban
2015-01-09,urad,Mumbai,181.29,kg,2015-02-27,2015-07-14,12162.27,160.86,28.24,11.5,73.28,None,Eid,masur,Negative,Crop Failure
2018-10-20,onion,Delhi,166.25,kg,2015-06-14,2015-12-25,8001.04,227.29,26.02,19.83,62.4,None,Eid,onion,Negative,Government Policy
2020-11-28,gram,Kolkata,12.21,quintal,2015-05-07,2015-09-20,7541.09,297.22,39.73,12.53,46.91,Drought,Holi,gram,Positive,Crop Failure
2016-05-25,onion,Chennai,143.78,quintal,2015-02-17,2015-09-07,18695.45,95.21,26.84,12.03,71.89,Flood,Christmas,masur,Negative,None
2018-09-05,potato,Kolkata,190.7,quintal,2015-04-07,2015-08-05,22870.72,243.96,34.71,20.37,40.14,Drought,Eid,urad,Neutral,Government Policy
2021-12-11,potato,Delhi,146.31,kg,2015-01-03,2015-11-06,39846.75,97.67,33.04,21.69,52.29,Flood,Diwali,gram,Negative,None
2017-06-13,moong,Kolkata,182.01,kg,2015-05-16,2015-09-19,13910.11,49.59,31.3,11.65,57.25,None,Christmas,urad,Neutral,Government Policy
2020-06-07,tur,Bangalore,148.62,kg,2015-01-18,2015-10-02,13076.68,252.0,43.46,18.25,78.03,None,Diwali,gram,Neutral,Government Policy
2015-09-21,potato,Chennai,30.36,kg,2015-04-27,2015-08-30,42664.19,192.19,40.41,18.95,73.63,Flood,Holi,gram,Negative,Import Ban
2023-04-03,masur,Bangalore,102.21,quintal,2015-04-26,2015-07-01,6719.14,297.46,29.6,23.23,78.17,Drought,Diwali,tur,Neutral,None
2017-01-26,urad,Bangalore,86.68,kg,2015-05-09,2015-08-10,3057.7,112.49,43.55,15.5,60.39,None,Christmas,potato,Positive,Crop Failure
2015-03-26,potato,Mumbai,195.85,kg,2015-02-18,2015-07-18,6252.28,11.51,36.15,23.74,89.2,Flood,Christmas,moong,Negative,Crop Failure
2018-07-06,tur,Bangalore,48.15,kg,2015-06-22,2015-11-21,45360.58,231.28,37.1,13.25,37.89,Drought,Holi,potato,Neutral,Government Policy
2017-09-03,urad,Delhi,192.61,kg,2015-05-28,2015-10-16,37928.19,154.34,44.43,13.42,46.02,None,Onam,urad,Neutral,Crop Failure
2019-01-17,urad,Bangalore,95.03,quintal,2015-05-28,2015-11-15,48117.9,81.69,39.29,15.04,70.41,Flood,Onam,masur,Positive,Crop Failure
2021-02-02,gram,Delhi,171.3,kg,2015-05-13,2015-08-26,25445.57,121.82,27.59,17.99,67.23,Drought,Diwali,gram,Neutral,None
2023-08-08,onion,Mumbai,90.06,quintal,2015-05-07,2015-07-31,13461.17,121.71,25.85,21.46,37.53,Flood,Christmas,potato,Negative,None
2018-06-23,onion,Kolkata,113.59,quintal,2015-06-11,2015-09-18,35351.43,260.05,38.7,17.37,30.87,Drought,Holi,masur,Positive,Crop Failure
2020-12-18,potato,Chennai,94.24,kg,2015-03-06,2015-09-06,9836.72,229.53,44.08,12.55,36.13,None,Holi,urad,Negative,None
2020-02-29,potato,Delhi,149.1,quintal,2015-02-18,2015-09-01,35910.02,134.76,40.16,15.52,83.43,Drought,Diwali,masur,Negative,Government Policy
2021-09-23,onion,Chennai,138.37,quintal,2015-05-20,2015-09-04,40567.91,172.6,38.42,16.44,81.8,None,Eid,onion,Neutral,Import Ban
2021-09-06,moong,Delhi,134.7,quintal,2015-03-27,2015-12-27,13957.62,68.94,40.3,24.76,89.9,Flood,Holi,urad,Positive,None
2019-09-16,onion,Kolkata,38.57,quintal,2015-02-27,2015-08-06,46803.73,27.33,36.0,17.37,40.87,None,Diwali,urad,Positive,None
2019-02-15,moong,Mumbai,80.32,quintal,2015-06-22,2015-10-11,6247.38,48.23,30.83,24.85,89.44,Drought,Eid,tur,Positive,Government Policy
2023-05-03,masur,Delhi,174.3,kg,2015-01-03,2015-12-11,30660.19,73.44,39.98,22.15,39.1,Drought,Christmas,gram,Positive,Import Ban
2016-07-20,potato,Mumbai,75.97,kg,2015-04-24,2015-09-24,43571.91,243.71,37.19,12.06,57.51,Flood,Christmas,potato,Positive,Import Ban
2017-06-11,masur,Bangalore,132.81,kg,2015-06-07,2015-11-07,28776.93,48.88,29.45,24.83,31.9,Drought,Christmas,gram,Negative,None
2018-01-14,gram,Delhi,170.88,kg,2015-06-20,2015-07-16,29590.37,191.38,26.19,13.97,33.14,Flood,Diwali,moong,Neutral,Import Ban
2019-12-15,masur,Kolkata,113.91,kg,2015-01-28,2015-10-11,39123.56,82.2,43.07,16.79,57.56,Flood,Christmas,onion,Neutral,Government Policy
2017-03-20,gram,Kolkata,138.52,quintal,2015-04-30,2015-08-16,49554.71,186.47,40.95,18.21,56.77,Flood,Diwali,urad,Positive,Import Ban
2021-12-06,onion,Mumbai,144.52,kg,2015-06-12,2015-10-26,20075.22,243.84,32.35,14.01,33.03,Drought,Onam,tur,Positive,Import Ban
2021-12-07,tur,Mumbai,76.46,quintal,2015-01-18,2015-09-13,25697.54,213.81,42.2,16.17,70.12,Flood,Diwali,moong,Positive,None
2018-07-24,masur,Bangalore,147.67,quintal,2015-06-28,2015-07-03,4903.9,180.72,29.7,15.99,75.41,Drought,Christmas,masur,Positive,Crop Failure
2016-07-18,potato,Mumbai,104.64,quintal,2015-02-22,2015-08-26,41357.6,57.73,38.02,13.3,58.3,Drought,Onam,tur,Neutral,None
2022-12-11,urad,Kolkata,115.15,quintal,2015-02-06,2015-08-21,19964.88,166.51,36.28,11.22,49.83,None,Eid,tur,Neutral,Import Ban
2020-09-03,tur,Mumbai,193.63,quintal,2015-02-15,2015-10-29,4279.59,213.86,27.69,19.1,63.04,Flood,Eid,potato,Negative,Crop Failure
2019-07-12,gram,Delhi,110.42,quintal,2015-01-26,2015-11-02,11212.16,238.83,43.32,12.83,58.14,Drought,Eid,onion,Negative,Crop Failure
2022-02-09,masur,Bangalore,127.21,kg,2015-03-03,2015-08-09,43952.68,23.05,25.45,11.78,78.43,Drought,Onam,tur,Neutral,Crop Failure
